Id,label,Count,Fname,Mname,Lname
1984,Alison Landsberg,2,Alison,,Landsberg
713,Erich Landsteiner,2,Erich,,Landsteiner
1385,Frederic Lane,2,Frederic,,Lane
264,Ariella Lang,1,Ariella,,Lang
3414,Albert Lange,1,Albert,,Lange
472,Ruth Langer,2,Ruth,,Langer
2028,Tsvi Langerman,2,Tsvi,,Langerman
2028,Tzvi Langermann,1,Tzvi,,Langermann
82,Dan Laor,3,Dan,,Laor
700,Hayim Lapin,2,Hayim,,Lapin
953,Richard Laqueur,2,Richard,,Laqueur
2081,Walter Laqueur,2,Walter,,Laqueur
1923,Genevieve Laribiere,2,Genevieve,,Laribiere
41,Simon G. D. A. Lasair,1,Simon,G. D. A.,Lasair
2006,Stuart Lasine,2,Stuart,,Lasine
12,Arnold A. Lasker,1,Arnold,A.,Lasker
347,Daniel Lasker,2,Daniel,,Lasker
3282,Michael Laskier,1,Michael,,Laskier
228,Jacob Lassner,1,Jacob,,Lassner
2994,Moses Lattes,1,Moses,,Lattes
1888,Richmond Lattimore,2,Richmond,,Lattimore
849,Binyamin Lau,2,Binyamin,,Lau
2929,Heinrich Lausberg,1,Heinrich,,Lausberg
2086,Hans Lausch,2,Hans,,Lausch
1152,Edward Lauterbach,2,Edward,,Lauterbach
2859,Jacob Zallel Lauterbach,1,Jacob,Zallel,Lauterbach
150,Moshe Lavee,3,Moshe,,Lavee
1237,Hagit Lavsky,2,Ha-Poel ha-Tsair,,Lavsky
132,Eric Lawee,2,Eric,,Lawee
2973,The Special Laws,1,The,Special,Laws
2377,Simon Menahem Lazar,1,Simon,Menahem,Lazar
3046,Alan Lazaroff,1,Alan,,Lazaroff
3323,Hava Lazarus-Yafeh,1,Jean-Christophe Attias,,Lazarus
2763,Masa le-Teiman,1,Masa,,le
2843,Tehillah le-David,1,Tehillah,,le-David
3210,Edmund Leach,1,Edmund,,Leach
1336,Oliver Leaman,2,Oliver,,Leaman
3422,Jennifer Leaney,1,Jennifer,,Leaney
2889,John Leavitt,1,John,,Leavitt
119,Eli Lederhendler,3,Eli,,Lederhendler
2961,Egmont Lee,1,Egmont,,Lee
1899,Patricia-Ann Lee,2,Patricia-Ann Lee,,Lee
2179,Georges Lefebvre,1,Georges,,Lefebvre
885,Menahem Mendel Lefin,2,Menahem,Mendel,Lefin
885,Mendel Lefin,2,Mendel,,Lefin
3090,Yehuda Leibes,1,Yehuda,,Leibes
2750,Boruch Ber Leibowitz,1,Boruch,Ber,Leibowitz
1109,Elya Leibowitz,2,Elya,,Leibowitz
2637,Sprache Leipzig,1,Sprache,,Leipzig
1132,Shelah Lekha,2,Shelah,,Lekha
1282,Helen Lemay,2,Helen,,Lemay
1309,Yad ha-Melekh Lemberg,2,Yad,ha-Melekh,Lemberg
2046,Niels Peter Lemche,2,Niels,Peter,Lemche
3216,Michael Lenarz,1,Michael,,Lenarz
3303,Harris Lenowitz,1,Harris,,Lenowitz
1589,De Leon,2,De,,Leon
2442,Harry Leon,1,Harry,,Leon
2169,Messer Leon,1,Messer,,Leon
1735,Clemens Leonhard,2,Clemens,,Leonhard
1270,David Lerner,2,David,,Lerner
550,Joseph Lerner,2,Joseph,,Lerner
1048,Harry Lesser,2,Harry,,Lesser
821,Gotthold Ephraim Lessing,2,Gotthold,Ephraim,Lessing
2481,Jacob Lestchinsky,1,Jacob,,Lestchinsky
2030,Julius Lester,2,Julius,,Lester
1133,Jonathan Lethem,2,Jonathan,,Lethem
235,Sarra Lev,3,Sarra,,Lev
1380,Manuel Leven,2,Manuel,,Leven
2986,Dan Levene,1,Dan,,Levene
25,Jon D. Levenson,1,Jon,D.,Levenson
320,Joshua Levenson,2,Joshua,,Levenson
250,Geoffrey B. Levey,1,Geoffrey,B.,Levey
942,Israel Levi,2,Israel,,Levi
2719,Mordecai Levin,1,Mordecai,,Levin
1632,Emmanuel Levinas,2,Emmanuel,,Levinas
2434,Baruch Levine,1,Baruch,,Levine
2654,Hillel Levine,1,Hillel,,Levine
2762,Lee Levine,1,Lee,,Levine
1489,Jacob Levinger,2,Jacob,,Levinger
3086,Bernard Levinson,1,Bernard,,Levinson
320,Joshua Levinson,2,Joshua,,Levinson
320,Yehoshua Levinson,1,Yehoshua,,Levinson
3010,Jacob Levy,1,Jacob,,Levy
1183,Johanan Levy,2,Johanan,,Levy
2787,Tony Levy,1,Tony,,Levy
1183,Yohanan Levy,2,Yohanan,,Levy
484,Israel Baer Lewinsohn,2,Israel,Baer,Lewinsohn
1391,Bernard Lewis,2,Bernard,,Lewis
2832,Albert Lewkowitz,1,Albert,,Lewkowitz
2330,Israel Lewy,1,Israel,,Lewy
126,Robert Liberies,2,Robert,,Liberies
126,Robert Liberles,3,Robert,,Liberles
1717,Gideon Libson,2,Gideon,,Libson
1717,Gidon Libson,1,Gidon,,Libson
2174,Jacob Licht,1,Jacob,,Licht
1365,Aaron Lichtenstein,2,Aaron,,Lichtenstein
1365,Aharon Lichtenstein,1,Aharon,,Lichtenstein
2452,Vernon Lidtke,1,Vernon,,Lidtke
2606,Laura Lieber,1,Laura,,Lieber
1537,Saul Lieberman,2,Saul,,Lieberman
1462,Yehuda Liebes,2,Yehuda,,Liebes
3288,Yekhezkel Lifshits,1,Yekhezkel,,Lifshits
2610,Berachyahu Lifshitz,1,Berachyahu,,Lifshitz
3060,Moshe Leib Lilienblum,1,Moshe,Leib,Lilienblum
3391,William Lilly,1,William,,Lilly
3243,Ora Limor,1,Ora,,Limor
555,Kristen Lindbeck,2,Kristen,,Lindbeck
1844,Amnon Linder,2,Amnon,,Linder
2599,Caroli Linne,1,Caroli,,Linne
1429,Isaac Joel Linteski,2,Isaac,Joel,Linteski
1921,Eliahu Lipiner,2,Eliahu,,Lipiner
2475,Vivian David Lipman,1,Vivian,David,Lipman
1363,Avidov Lipsker,2,Avidov,,Lipsker
2993,Louis Lipsky,1,Louis,,Lipsky
2468,Ephraim Lissitsky,1,Ephraim,,Lissitsky
2495,Stefan Litt,1,Stefan,,Litt
3294,Rabbi Avrohom Litvin,1,Rabbi,Avrohom,Litvin
382,Jacob Liver,2,Jacob,,Liver
382,Yaacov Liver,1,Yaacov,,Liver
1643,Livio Livi,2,Livio,,Livi
1424,Amira Liwer,2,Amira,,Liwer
2709,John Llewelyn,1,John,,Llewelyn
2695,Genevieve Lloyd,1,Genevieve,,Lloyd
3531,Diane Lobel,1,Diane,,Lobel
1175,David Lodge,2,David,,Lodge
551,Isadore Loeb,2,Isadore,,Loeb
125,James Loeffler,1,James,,Loeffler
454,Ermanno Loevinson,2,Ermanno,,Loevinson
764,Samuel Efraim Loewenstamm,2,Samuel,Efraim,Loewenstamm
1325,Elena Loewenthal,2,Elena,,Loewenthal
2979,Naftali Loewenthal,1,Naftali,,Loewenthal
1748,David Samuel Loewinger,2,David,Samuel,Loewinger
673,Stanislao Loffreda,2,Stanislao,,Loffreda
312,Dieter Lohmeier,2,Dieter,,Lohmeier
2176,Mercedes Sinai Lopez,1,Mercedes,Sinai,Lopez
2853,Yair Lorberbaum,1,Yair,,Lorberbaum
3440,Yael Lotan,1,Yael,,Lotan
2848,Jeff Loveland,1,ke-Minhag Ashkenaz Metz,,Loveland
1745,Steven Lowenstein,2,Steven,,Lowenstein
2253,Martin Lowry,1,Martin,,Lowry
2514,Magen Avot LRashbaz,1,Magen,Avot,LRashbaz
1687,Roy Lubove,2,Roy,,Lubove
304,Giuseppe De Luca,2,Giuseppe,De,Luca
1897,Angela Lucas,2,Angela,,Lucas
636,Katharina Luchner,2,Katharina,,Luchner
3439,Jerzy Lukowski,1,Jerzy,,Lukowski
2656,Eugen Lunn,1,Eugen,,Lunn
230,Howard Lupovitch,1,Howard,,Lupovitch
230,Howard N. Lupovitch,1,Howard,N.,Lupovitch
2714,Shalom Luria,1,Shalom,,Luria
2242,Solomon Luria,1,Solomon,,Luria
2842,Zvi Luz,1,Zvi,,Luz
1117,Gino Luzzatto,2,Gino,,Luzzatto
3220,Moses Ijayyim Luzzatto,1,Moses,Ijayyim,Luzzatto
3220,Mosheh Hayim Luzzatto,1,Mosheh,Hayim,Luzzatto
1815,Shlomo Lvov,2,Shlomo,,Lvov
3535,Stanford Lyman,1,Stanford,,Lyman
537,Bonnie Lyons,2,Bonnie,,Lyons
2704,John David Lyons,1,John,David,Lyons
3317,Jean-Francois Lyotard,1,Jean-Francois,,Lyotard
3118,Patricia MacCaughan,1,Patricia,,MacCaughan
1120,Hyam Maccoby,2,Hyam,,Maccoby
1970,Sabine MacCormack,2,Sabine,,MacCormack
3576,John Macdonald,1,John,,Macdonald
3333,Alejandro Diez Macho,1,Alejandro,Diez,Macho
1470,Heinrich Machol,2,Heinrich,,Machol
816,Hananael Mack,2,Hananael,,Mack
816,Hannanel Mack,2,nan,,Mack
3076,Maria Macuch,1,Maria,,Macuch
721,Wilferd Madelung,2,Wilferd,,Madelung
95,Shaul Magid,3,Shaul,,Magid
319,Jodi Magmess,2,Jodi,,Magmess
186,Shulamit S. Magnus,1,Shulamit,S.,Magnus
552,Muhsin Mahdi,2,Muhsin,,Mahdi
2301,Raphael Mahler,1,Raphael,,Mahler
2025,Norman Mailer,2,Norman,,Mailer
3312,Haye Shelomoh Maimon,1,Haye,Shelomoh,Maimon
2232,Judah Leib Maimon,1,Judah,Leib,Maimon
3484,Salomon Maimon,1,Salomon,,Maimon
540,Moses Maimonides,2,Moses,,Maimonides
1926,Saree Makdisi,2,Saree,,Makdisi
1101,Yalqut Makhiri,2,Yalqut,,Makhiri
3404,Hermann Makower,1,Hermann,,Makower
763,Joseph Mali,2,Joseph,,Mali
2374,Frances Malino,1,Frances,,Malino
180,David Malkiel,2,David,,Malkiel
2323,Shenmesh Malpeh,1,Shenmesh,,Malpeh
1831,Henry Malter,2,Henry,,Malter
1819,Kenneth Maly,2,Kenneth,,Maly
2778,Irving Mandelbaum,1,Irving,,Mandelbaum
989,Bella Mandelsberg-Schildkraut,2,Bella,,Mandelsberg-Schildkraut
3247,Rachel Manekin,1,Rachel,,Manekin
530,Jacob Mann,2,Jacob,,Mann
1350,Le Mans-Habermann,2,Le,,Mans
3499,Hugo Mantel,1,Hugo,,Mantel
2946,Mekiz Redumim Mantua,1,Mekiz,Redumim,Mantua
1136,Simonsohn Mantua,2,Simonsohn,,Mantua
2494,Yoel Marciano,1,Yoel,,Marciano
2680,David Marcus,1,David,,Marcus
419,Ivan Marcus,2,Ivan,,Marcus
743,Jacob Rader Marcus,2,Jacob,Rader,Marcus
2752,Mordecai Margaliot,1,Mordecai,,Margaliot
2752,Mordekhai Margaliot,1,Mordekhai,,Margaliot
920,Reuben Margaliot,2,Reuben,,Margaliot
920,Reuven Margaliot,2,Reuven,,Margaliot
1524,Moses Margalioth,2,Moses,,Margalioth
547,Natan Margalit,2,Natan,,Margalit
2575,David Margalith,1,David,,Margalith
2767,Antonius Margaritha,1,Antonius,,Margaritha
2336,Reuven Margolies,1,Reuven,,Margolies
2972,Ron Margolin,1,Ron,,Margolin
631,Natan Mark,2,Natan,,Mark
590,Yudl Mark,2,Yudl,,Mark
433,Zvi Mark,2,Zvi,,Mark
464,Richard Marks,2,Richard,,Marks
1475,Michael Marrus,2,Michael,,Marrus
997,Alberto Marcos Martin,2,Alberto,Marcos,Martin
711,Emily Martin,2,Emily,,Martin
3066,Francis Xavier Martin,1,Francis,Xavier,Martin
2180,Justin Martyr,1,Justin,,Martyr
3326,Carolyn Marvin,1,Carolyn,,Marvin
2455,Alexander Marx,1,Alexander,,Marx
311,Roland Marx,2,Roland,,Marx
1575,Werner Marx,2,Werner,,Marx
2369,Zvi Hirsh Masliansky,1,Zvi,Hirsh,Masliansky
2881,Rex Mason,1,Rex,,Mason
602,Daniel Matt,2,Daniel,,Matt
2975,Ingrid Mattson,1,Ingrid,,Mattson
3503,Maria Modena Mayer,1,Maria,Modena,Mayer
968,Sigmund Mayer,2,Sigmund,,Mayer
112,Yair Mazor,2,Yair,,Mazor
3224,Mark Mazower,1,Mark,,Mazower
133,Haggai Mazuz,1,Hans-Joachim Schoeps,,Mazuz
3562,Joseph Anthony Mazzeo,1,Joseph,Anthony,Mazzeo
1971,Doug McAdam,2,Doug,,McAdam
2047,Susan McCabe,2,Susan,,McCabe
1753,Scott McCloud,2,Scott,,McCloud
2376,Sara McDougall,1,Sara,,McDougall
2403,Bernard McGinn,1,Bernard,,McGinn
1964,Andrew James McGregor,2,Andrew,James,McGregor
212,Michael McKeon,1,Michael,,McKeon
1708,Scot McKnight,2,Scot,,McKnight
594,Peter McPhee,2,Peter,,McPhee
1178,Peter Medding,2,Peter,,Medding
2954,De Medina,1,De,,Medina
475,Ibn Megash,2,Ibn,,Megash
1611,Matti Meged,2,Matti,,Meged
3153,Aharon Megged,1,Aharon,,Megged
2886,Miriam Meghani,1,Miriam,,Meghani
910,Samia Mehrez,2,Samia,,Mehrez
185,Ofra Meir,3,Ofra,,Meir
2563,Shitah Mekuberset,1,Shitah,,Mekuberset
915,Abraham Melamed,2,Abraham,,Melamed
915,Avraham Melamed,2,Avraham,,Melamed
1219,Ezra Zion Melamed,2,Ezra,Zion,Melamed
351,Der melamedVilna,2,Der,,melamedVilna
85,Rene̩ Levine Melammed,1,Rene̩,Levine,Melammed
535,Alberto Melucci,2,Alberto,,Melucci
3542,Fatima Memissi,1,Fatima,,Memissi
3547,Naftali Ben Menahem,1,Naftali,Ben,Menahem
3051,Ezra Mendelsohn,1,Ezra,,Mendelsohn
326,Moses Mendelssohn,2,Moses,,Mendelssohn
3315,Moshe Shamir Merhavia,1,Moshe,Shamir,Merhavia
864,Reinhold Merkelbach,2,Reinhold,,Merkelbach
2513,Ronit Meroz,1,Ronit,,Meroz
1544,John Theodore Merz,2,John,Theodore,Merz
3251,Sarianna Metso,1,Sarianna,,Metso
3427,Kan Tahor Metz,1,Kan,Tahor,Metz
1122,ke-Minhag Ashkenaz Metz,2,ke-Minhag,Ashkenaz,Metz
2737,Louis Meyer,1,Louis,,Meyer
75,Michael A. Meyer,1,Michael,A.,Meyer
75,Michael Meyer,1,Michael,,Meyer
2158,Rudolf Meyer,1,Rudolf,,Meyer
2158,Rudolph Meyer,1,Rudolph,,Meyer
2097,Sami Michael,2,Sami,,Michael
996,Alfred Michaelis,2,Alfred,,Michaelis
858,Francine Michaud,2,Francine,,Michaud
1180,Pierre Michaud-Quantin,2,Pierre,,Michaud-Quantin
2915,Mateusz Mieses,1,Mateusz,,Mieses
2411,Mordekhai Motel Mikhelzon,1,Mordekhai,Motel,Mikhelzon
924,Attilio Milano,2,Attilio,,Milano
2935,Jacob Milgrom,1,Jacob,,Milgrom
426,Rochelle Millen,2,Rochelle,,Millen
51,Stuart S. Miller,1,Stuart,S.,Miller
534,John Mills,2,John,,Mills
109,Yoseph Milman,1,Yoseph,,Milman
680,Jean-Claude Milner,2,Jean-Claude,,Milner
2585,Steven Milowitz,1,Steven,,Milowitz
1598,ItzIak Min-Halleviyyim,2,ItzIak,,Min
1836,Shlomo Min-HaHar,2,Shlomo,,Min
3054,Rachel Minczes,1,Rachel,,Minczes
755,Alphonse Mingana,2,Alphonse,,Mingana
2722,Mary Minty,1,Mary,,Minty
211,Alan Mintz,3,Alan,,Mintz
3421,Limor Mintz-Manor,1,Limor,,Mintz
2111,Dan Miron,1,Dan,,Miron
2562,Samuel Mirsky,1,Samuel,,Mirsky
2562,Shmuel Mirsky,1,Shmuel,,Mirsky
3193,Tova Mirvis,1,Tova,,Mirvis
2191,Hoshen Mishpat,1,Hoshen,,Mishpat
1217,Milbemet miSvah,2,Milbemet,,miSvah
1217,Milhemet Misvah,3,Milhemet,,Misvah
608,Robin Mitchell,2,Robin,,Mitchell
644,Milhemet Mitzvah,2,Milhemet,,Mitzvah
2300,Eliyahu Mizrahi,1,Eliyahu,,Mizrahi
2801,Montague Frank Modder,1,Montague,Frank,Modder
389,Joseph Modrzejewski,2,Joseph,,Modrzejewski
3239,John Moffat,1,John,,Moffat
1518,Likutei Moharan,2,Likutei,,Moharan
2641,Heinz Mohnen,1,Heinz,,Mohnen
1356,Michael Molho,2,Michael,,Molho
1075,Arnaldo Momigliano,2,Arnaldo,,Momigliano
1214,Theodor Mommsen,2,Theodor,,Mommsen
2325,Antonio Monda,1,Antonio,,Monda
1417,Isaac Michael Monies,2,Isaac,Michael,Monies
1813,Sir Moses Montefiore,2,Sir,Moses,Montefiore
306,Antonio Monti,2,Antonio,,Monti
2967,Upon Montifer,1,Upon,,Montifer
870,Warren Moon,2,Warren,,Moon
1397,Alan Moore,2,Alan,,Moore
669,George Foot Moore,2,George,Foot,Moore
2299,Shelomo Morag,1,Shelomo,,Morag
36,Gilead Morahg,3,Gilead,,Morahg
2130,Joseph Moraux,1,Joseph,,Moraux
3257,Paul Moraux,1,Paul,,Moraux
1421,Piskei Mordecai,2,Piskei,,Mordecai
403,Yizhak Ben Mordecai,2,Yizhak,Ben,Mordecai
73,Samuel Morell,2,Samuel,,Morell
2611,Michael Morgan,1,Michael,,Morgan
897,Teresa Morgan,2,Teresa,,Morgan
2454,Matthias Morgenstern,1,Matthias,,Morgenstern
1710,Edgardo Morpurgo,2,Edgardo,,Morpurgo
533,Benny Morris,2,Benny,,Morris
2293,Fynes Moryson,1,Fynes,,Moryson
455,Gabriella Steindler Moscati,2,Gabriella,Steindler,Moscati
279,Leib Moscovitz,3,Leib,,Moscovitz
1762,Marcus Moseley,2,Marcus,,Moseley
1686,Penei Moshe,2,Penei,,Moshe
1686,Pene Mosheh,2,Pene,,Mosheh
3401,Pirkei Mosheh,1,Pirkei,,Mosheh
756,Leib Moskovitz,2,Leib,,Moskovitz
2811,Frank Moss,1,Frank,,Moss
254,Stephen G. Mostov,1,Stephen,G.,Mostov
1778,Roy Mottahedeh,2,Roy,,Mottahedeh
872,Aryeh Leo Motzkin,2,Aryeh,Leo,Motzkin
2183,Agricole Moureau,1,Agricole,,Moureau
2050,Sigmund Mowinckel,2,Sigmund,,Mowinckel
3237,Samuel Moyn,1,Samuel,,Moyn
2652,Reinhold Mueller,1,Reinhold,,Mueller
665,Yochanan Muffs,2,Yochanan,,Muffs
397,Eco Haitsma Mulier,2,Eco,Haitsma,Mulier
1010,Reiner Munk,2,Reiner,,Munk
2580,Salomon Munk,1,Salomon,,Munk
2636,Suessman Muntner,1,Suessman,,Muntner
2118,Johannes Murmelius,1,Johannes,,Murmelius
2913,Trevor Murphy,1,Trevor,,Murphy
1208,Robert Murray,2,Robert,,Murray
2136,Aurelio Musi,1,Aurelio,,Musi
2855,Fabio Mutinelli,1,Fabio,,Mutinelli
1343,Hermann Mutschmann,2,Hermann,,Mutschmann
655,Ibn Muyassar,2,Ibn,,Muyassar
500,David Myers,2,David,,Myers
1652,Mordechai Nadav,2,Mordechai,,Nadav
1652,Mordekhai Nadav,2,Mordekhai,,Nadav
2166,Yael Nadav,1,Yael,,Nadav
2615,Allan Nadler,1,Allan,,Nadler
952,Shlomo Naeh,2,Shlomo,,Naeh
2004,Gregory Nagy,2,Gregory,,Nagy
3195,Yehiel Nahshon,1,Yehiel,,Nahshon
2887,Moses Namanides,1,Moses,,Namanides
3398,Tsviya Nardi,1,Tsviya,,Nardi
324,Rabbi Nathan,2,Rabbi,,Nathan
2441,Benjamin Nathans,1,Benjamin,,Nathans
202,Franz Nauen,1,Franz,,Nauen
1541,Joseph Naveh,2,Joseph,,Naveh
1624,Hannah Naveh,2,Marie-Claude Hubert,,Naveh
458,Ephraim Navon,2,Ephraim,,Navon
938,John Neal,2,John,,Neal
1128,Yoseph Nedava,2,Yoseph,,Nedava
3316,Eilat Negev,1,Eilat,,Negev
1822,Andre Neher,2,Andre,,Neher
3472,Rende Neher-Bernheim,1,Rende,,Neher
651,Meir Nehorai,2,Meir,,Nehorai
587,Michael Nehorai,2,Michael,,Nehorai
3331,Milward Douglas Nelson,1,Milward,Douglas,Nelson
1877,Victoria Nelson,2,Victoria,,Nelson
2741,Leon Nemoy,1,Leon,,Nemoy
955,Histoire Nestorienne,2,Histoire,,Nestorienne
1569,Nathan Netter,2,Nathan,,Netter
895,Adolf Neubauer,2,Adolf,,Neubauer
895,Adolph Neubauer,1,Adolph,,Neubauer
1958,Paul Neumarket,2,Paul,,Neumarket
98,Jacob Neusner,2,Jacob,,Neusner
1226,Neusner Jacob Neusner,2,Neusner,Jacob,Neusner
2837,Alana Newhouse,1,Alana,,Newhouse
2500,Jane Newman,1,Jane,,Newman
2067,Julius Newman,2,Julius,,Newman
1738,Stephen Newmyer,2,Stephen,,Newmyer
2426,Ernest Nicholson,1,Ernest,,Nicholson
724,Friedrich Nicolai,2,Friedrich,,Nicolai
2882,Susan Niditch,1,Susan,,Niditch
776,Manuela Niesner,2,Manuela,,Niesner
1383,Gedalya Nigal,2,Gedalya,,Nigal
1383,Gedalyah Nigal,2,Gedalyah,,Nigal
2349,Samuel Niger,1,Samuel,,Niger
2349,Shmuel Niger,1,Shmuel,,Niger
3033,Georg Nigrinus,1,Georg,,Nigrinus
3047,Faryar Nikbakht,1,Faryar,,Nikbakht
1779,Jacob Nikelsburger,2,Jacob,,Nikelsburger
3553,Ronit Nikolsky,1,Ronit,,Nikolsky
2078,Ephraim Nimni,2,Ephraim,,Nimni
317,John Frederick Nims,2,John,Frederick,Nims
2831,Tejaswini Niranjana,1,Tejaswini,,Niranjana
453,Martti Nissinen,2,Martti,,Nissinen
3143,Bilha Nitzan,1,Bilha,,Nitzan
2113,Mordecai Manuel Noah,1,Mordecai,Manuel,Noah
1668,Vered Noam,2,Vered,,Noam
2470,Shmuel Nobel,1,Shmuel,,Nobel
3265,Theodor Noldeke,1,Theodor,,Noldeke
3368,Pamela Norris,1,Pamela,,Norris
1000,Michael North,2,Michael,,North
1043,Martin Noth,2,Martin,,Noth
373,Devorah Nov,2,Devorah,,Nov
298,Tzvi Novick,1,Tzvi,,Novick
1360,Avraham Nowersztern,2,Avraham,,Nowersztern
1277,Macy Nulman,2,Macy,,Nulman
3031,Thomas Nunnes,1,Thomas,,Nunnes
1807,Abraham Nuriel,2,Abraham,,Nuriel
1807,Avraham Nuriel,2,Avraham,,Nuriel
1870,Vivian Nutton,2,Vivian,,Nutton
1166,Amy Kiste Nyberg,2,Amy,Kiste,Nyberg
963,Janos Kristos Nyiri,2,Janos,Kristos,Nyiri
993,Anthony Oberschall,2,Anthony,,Oberschall
2073,Gananath Obeyesekere,2,Gananath,,Obeyesekere
2617,Stanislaw Obirek,1,Stanislaw,,Obirek
2382,Cornelius OBoyle,1,Cornelius,,OBoyle
2141,Julius Obsequens,1,Julius,,Obsequens
2319,Hebrew Observer,1,Hebrew,,Observer
3455,Gunnar Och,1,Gunnar,,Och
741,Christopher Ocker,2,Christopher,,Ocker
2228,Bustenay Oded,1,Bustenay,,Oded
1747,Uriel Ofek,2,Uriel,,Ofek
1052,Avi Ofer,2,Avi,,Ofer
1554,Sara Offenberg,2,Sara,,Offenberg
1978,Fabian Ogutsch,2,Fabian,,Ogutsch
1016,Yael Okun,2,Yael,,Okun
175,Jess Olson,2,Jess,,Olson
1104,Judith Olszowy-Schlanger,2,Judith,,Olszowy
505,Dominic OMeara,2,Dominic,,OMeara
2671,Targum Onkelos,1,Targum,,Onkelos
1995,Aharon Oppenheimer,2,Aharon,,Oppenheimer
2635,Anne Oppenheimer,1,Anne,,Oppenheimer
2020,Etta Faye Orkin,2,Etta,Faye,Orkin
859,Leah Ornat,2,Leah,,Ornat
591,Michal Oron,2,Michal,,Oron
591,Mikhal Oron,2,Mikhal,,Oron
2951,Elchanan Orren,1,Elchanan,,Orren
2706,Sherry Ortner,1,Sherry,,Ortner
3357,George Orwell,1,George,,Orwell
745,Gilbert Osofsky,2,Gilbert,,Osofsky
1584,Alicia Ostriker,2,Alicia,,Ostriker
846,George Ostrogorski,2,George,,Ostrogorski
2822,Eckart Otto,1,Eckart,,Otto
3443,Benedikt Otzen,1,Benedikt,,Otzen
1627,Paul Ourliac,2,Paul,,Ourliac
612,James Overfield,2,James,,Overfield
1729,Fania Oz-Salzberger,2,Fania,,Oz
2057,Cynthia Ozick,2,Cynthia,,Ozick
1767,Steven Ozment,2,Steven,,Ozment
2116,Mona Ozouf,1,Mona,,Ozouf
1777,Anthony Pagden,2,Anthony,,Pagden
1402,Walter Pagel,2,Walter,,Pagel
154,Dan Pagis,2,Dan,,Pagis
2458,Walter Pakter,1,Walter,,Pakter
3571,Erwin Panofsky,1,Erwin,,Panofsky
862,Ilana Pardes,2,Ilana,,Pardes
2804,David Pardo,1,David,,Pardo
1314,Tudor Parfitt,2,Tudor,,Parfitt
628,Geoffrey Parker,2,Geoffrey,,Parker
3194,Noel Parker,1,Noel,,Parker
2729,James Parkes,1,James,,Parkes
2482,Rabbi Aaron Parry,1,Rabbi,Aaron,Parry
1573,Iris Parush,2,Iris,,Parush
2015,Roy Pascal,2,Roy,,Pascal
1916,Pio Paschini,2,Pio,,Paschini
3483,Michel Pastoureau,1,Michel,,Pastoureau
3059,Raphael Patai,1,Raphael,,Patai
654,Cynthia Patterson,2,Cynthia,,Patterson
3412,David Patterson,1,David,,Patterson
1185,Charles Kegan Paul,2,Charles,Kegan,Paul
1904,Pierre Paul,2,Pierre,,Paul
2200,Ernst Pawel,1,Ernst,,Pawel
1503,Michael Naylor Pearson,2,Michael,Naylor,Pearson
937,Haviva Pedaya,2,Jean-Claude Milner,,Pedaya
3557,Frederik Pedersen,1,Frederik,,Pedersen
3201,Johannes Pedersen,1,Johannes,,Pedersen
2538,Kathy Peiss,1,Kathy,,Peiss
3136,Yoav Peled,1,Yoav,,Peled
972,Jaroslav Pelikan,2,Jaroslav,,Pelikan
1024,Compare Moshe Pelli,1,Compare,Moshe,Pelli
1024,Moshe Pelli,2,Moshe,,Pelli
2240,Simon Pembroke,1,Simon,,Pembroke
1332,Judith Perkins,2,Judith,,Perkins
1858,Joseph Perl,2,Joseph,,Perl
108,Lawrence Perlman,1,Lawrence,,Perlman
1538,Moshe Perlmann,2,Moshe,,Perlmann
1851,Moshe Arie Perlmuter,2,Moshe,Arie,Perlmuter
1851,Moshe Aryeh Perlmuter,2,Moshe,Aryeh,Perlmuter
3492,Charles Perrot,1,Charles,,Perrot
2128,Menahem Perry,1,Menahem,,Perry
2128,Menakhem Perry,1,Menakhem,,Perry
2556,Micha Perry,1,Micha,,Perry
905,Steve Persall,2,Steve,,Persall
750,Stow Persons,2,Stow,,Persons
939,Karl Gunnar Persson,2,Karl,Gunnar,Persson
2813,Agostino Pertusi,1,Agostino,,Pertusi
901,Erik Peterson,2,Erik,,Peterson
609,Sandy Petrey,2,Sandy,,Petrey
2198,Glen Petrie,1,Glen,,Petrie
831,Yohanan Petrovsky,2,Yohanan,,Petrovsky
1760,Armando Petrucci,2,Armando,,Petrucci
1202,Jacob Petuchowski,2,Jacob,,Petuchowski
1202,Jakob Petuchowski,1,Jakob,,Petuchowski
2682,Henri Peyre,1,Henri,,Peyre
1141,Michael Pfanner,2,Michael,,Pfanner
1078,Johannes Pfefferkorn,2,Johannes,,Pfefferkorn
303,Wolfgang Pfeifer,2,Wolfgang,,Pfeifer
3246,Ernst Pfuhl,1,Ernst,,Pfuhl
2071,David Philipson,2,David,,Philipson
1629,Nathan Phillips,2,Nathan,,Phillips
1394,Robert Phillipson,2,Robert,,Phillipson
425,Noam Pianko,2,Noam,,Pianko
2311,James Picciotto,1,James,,Picciotto
2443,Mendel Piekarz,1,Mendel,,Piekarz
2642,Christine Piette,1,Christine,,Piette
624,Gaudenty Pikulski,2,Gaudenty,,Pikulski
3140,Eliyahu Dov Pines,1,Eliyahu,Dov,Pines
3011,Meyer-Isser Pines,1,Meyer-Isser Pines,,Pines
1337,Shlomo Pines,2,Shlomo,,Pines
2263,Louis Heaton Pink,1,Louis,Heaton,Pink
